Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CRD.B,Crawford & Company,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crd.b
BAP,Credicorp Ltd.,225.87,$18.02B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bap
CS,Credit Suisse Group,11.7,$29.34B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cs
CPG,Crescent Point Energy Corporation,3.32,$1.82B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,34.64,$2.5B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceqp
CRH,CRH PLC,32.4,$26B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/crh
CRT,Cross Timbers Royalty Trust,12.46,$74.76M,1992,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,16.22,$558.68M,2012,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/capl
CCI,Crown Castle International Corporation,135.78,$56.45B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cci
CCI^A,Crown Castle International Corporation,1241.37,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cci^a
CCK,"Crown Holdings, Inc.",59.32,$8.03B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/cck
CRY,"CryoLife, Inc.",30.27,$1.13B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cry
CSS,"CSS Industries, Inc.",5.05,$44.62M,n/a,Consumer Services,Consumer: Greeting Cards,https://www.nasdaq.com/symbol/css
CTS,CTS Corporation,28.01,$920.28M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/cts
CUBE,CubeSmart,34.16,$6.44B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cube
CUB,Cubic Corporation,63.2,$1.97B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cub
CFR,"Cullen/Frost Bankers, Inc.",92.41,$5.83B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cfr
CFR^A,"Cullen/Frost Bankers, Inc.",26.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cfr^a
CULP,"Culp, Inc.",18.41,$228.12M,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/culp
CMI,Cummins Inc.,169.96,$26.77B,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cmi
CURO,CURO Group Holdings Corp.,10.1,$469.07M,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/curo
CW,Curtiss-Wright Corporation,119.5,$5.11B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cw
SRF,Cushing Energy Income Fund (The),6.9753,$17.26M,2012,n/a,n/a,https://www.nasdaq.com/symbol/srf
SRV,Cushing MLP & Infrastructure Total Return Fund,10.13,$68.22M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srv
SZC,Cushing Renaissance Fund (The),13.97,$109.04M,2012,n/a,n/a,https://www.nasdaq.com/symbol/szc
SZC~,Cushing Renaissance Fund (The),0.2275,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/szc~
CWK,Cushman & Wakefield plc,18.22,$3.95B,2018,Finance,Real Estate,https://www.nasdaq.com/symbol/cwk
CUBI,"Customers Bancorp, Inc",20.18,$628.52M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cubi
CUBI^C,"Customers Bancorp, Inc",25.6792,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^c
CUBI^D,"Customers Bancorp, Inc",25.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^d
CUBI^E,"Customers Bancorp, Inc",25.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^e
CUBI^F,"Customers Bancorp, Inc",25.74,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^f
CVI,CVR Energy Inc.,48.6,$4.89B,2007,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",3.55,$402.15M,2011,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/uan
CVS,CVS Health Corporation,53.65,$69.7B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cvs
CELP,"Cypress Energy Partners, L.P.",7.18,$86.54M,2014,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/celp
DHI,"D.R. Horton, Inc.",44.66,$16.67B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/dhi
DAN,Dana Incorporated,17.95,$2.58B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dan
DHR,Danaher Corporation,143.73,$102.9B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dhr
DHR^A,Danaher Corporation,1118.7537,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dhr^a
DAC,Danaos Corporation,8.7,$132.57M,2006,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,42.34,$562.33M,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",121.23,$14.91B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dri
DAR,Darling Ingredients Inc.,20.19,$3.33B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/dar
DVA,DaVita Inc.,53.09,$8.83B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dva
DCP,DCP Midstream LP,28.83,$4.13B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/dcp
DCP^B,DCP Midstream LP,24.37,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dcp^b
DCP^C,DCP Midstream LP,25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dcp^c
DF,Dean Foods Company,1.08,$99.08M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/df
DECK,Deckers Outdoor Corporation,175.5,$5.11B,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/deck
DE,Deere & Company,164.28,$52.08B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/de
DEX,Delaware Enhanced Global Dividend,9.98,$126.38M,2007,n/a,n/a,https://www.nasdaq.com/symbol/dex
DDF,"Delaware Investments Dividend & Income Fund, Inc.",13.88,$106.71M,1993,n/a,n/a,https://www.nasdaq.com/symbol/ddf
DKL,"Delek Logistics Partners, L.P.",30.75,$750.53M,2012,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",39.76,$3.06B,2017,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/dk
DELL,Dell Technologies Inc.,53.99,$38.79B,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/dell
DLPH,Delphi Technologies PLC,18.38,$1.62B,2017,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dlph
DAL,"Delta Air Lines, Inc.",55.99,$36.65B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/dal
DLX,Deluxe Corporation,40.89,$1.78B,n/a,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/dlx
DNR,Denbury Resources Inc.,1.32,$608.82M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dnr
DBI,Designer Brands Inc.,18.59,$1.4B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dbi
DESP,"Despegar.com, Corp.",13.92,$963.76M,2017,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/desp
DKT,Deutsch Bk Contingent Cap Tr V,25.95,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dkt
DB,Deutsche Bank AG,7.18,$14.81B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/db
DXB,Deutsche Bank AG,25.26,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dxb
DVN,Devon Energy Corporation,28.24,$11.73B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dvn
DHX,"DHI Group, Inc.",4.14,$227.85M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/dhx
DHT,"DHT Holdings, Inc.",5.54,$786.68M,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dht
DEO,Diageo plc,171.94,$102.03B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/deo
DO,"Diamond Offshore Drilling, Inc.",8.5,$1.17B,1995,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/do
DSSI,Diamond S Shipping Inc.,11.36,$453.16M,2019,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dssi
DRH,Diamondrock Hospitality Company,10.21,$2.06B,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/drh
DSX,Diana Shipping inc.,3.23,$325.07M,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,24.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dsx^b
DKS,Dick&#39;s Sporting Goods Inc,34.17,$3.14B,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/dks
DBD,Diebold Nixdorf Incorporated,8.83,$676.31M,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/dbd
DLR,"Digital Realty Trust, Inc.",123.15,$25.65B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dlr
DLR^C,"Digital Realty Trust, Inc.",27.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^c
DLR^G,"Digital Realty Trust, Inc.",25.31,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^g
DLR^I,"Digital Realty Trust, Inc.",26.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^i
DLR^J,"Digital Realty Trust, Inc.",25.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^j
DLR^K,"Digital Realty Trust, Inc.",26.13,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^k
DDS,"Dillard&#39;s, Inc.",60.26,$1.55B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",26.2746,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/ddt
DIN,"Dine Brands Global, Inc.",95.23,$1.67B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/din
DPLO,"Diplomat Pharmacy, Inc.",5.47,$408.68M,2014,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/dplo
DFS,Discover Financial Services,78.38,$25.37B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dfs
DNI,Dividend and Income Fund,11.47,$142.08M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dni
DLB,Dolby Laboratories,64.92,$4.17B,2005,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,138.78,$35.85B,2009,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dg
D,"Dominion Energy, Inc.",78.35,$62.87B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/d
DCUD,"Dominion Energy, Inc.",50.11,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dcud
DCUE,"Dominion Energy, Inc.",104.33,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/dcue
DRUA,"Dominion Energy, Inc.",25.4,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/drua
DPZ,Domino&#39;s Pizza Inc,280.33,$11.52B,2004,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,43.85,$2.85B,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",49.52,$6.32B,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/dci
DFIN,"Donnelley Financial Solutions, Inc.",14.3,$489.06M,2016,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dfin
LPG,Dorian LPG Ltd.,8.85,$488.23M,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/lpg
DSL,DoubleLine Income Solutions Fund,20.31,$2.06B,2013,n/a,n/a,https://www.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,20.71,$309.15M,2012,n/a,n/a,https://www.nasdaq.com/symbol/dbl
PLOW,"Douglas Dynamics, Inc.",39.22,$894.04M,2010,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",40.88,$7.16B,2006,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dei
DOV,Dover Corporation,97.22,$14.13B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dov
DVD,"Dover Motorsports, Inc.",2,$73.2M,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/dvd
DOW,Dow Inc.,48.36,$36.21B,2019,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dow
RDY,Dr. Reddy&#39;s Laboratories Ltd,36.05,$5.98B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdy
DRD,DRDGOLD Limited,2.95,$202.69M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/drd
DRQ,"Dril-Quip, Inc.",45.11,$1.63B,1997,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/drq
DS,Drive Shack Inc.,4.72,$316.37M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ds
DS^B,Drive Shack Inc.,26.0935,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^b
DS^C,Drive Shack Inc.,24.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^c
DS^D,Drive Shack Inc.,25.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^d
DTE,DTE Energy Company,131.11,$24.02B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dte
DTJ,DTE Energy Company,25.9,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtj
DTQ,DTE Energy Company,25.25,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtq
DTV,DTE Energy Company,57.37,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtv
DTW,DTE Energy Company,25.5,n/a,2017,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtw
DTY,DTE Energy Company,26.5,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dty
DCO,Ducommun Incorporated,44.55,$512.23M,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/dco
DPG,Duff & Phelps Global Utility Income Fund Inc.,15.62,$592.46M,2011,n/a,n/a,https://www.nasdaq.com/symbol/dpg
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,4.74,$124.23M,2014,n/a,n/a,https://www.nasdaq.com/symbol/dse
DNP,"Duff & Phelps Utilities Income, Inc.",11.76,$3.36B,1987,n/a,n/a,https://www.nasdaq.com/symbol/dnp
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",13.805,$117.63M,1991,n/a,n/a,https://www.nasdaq.com/symbol/dtf
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",8.74,$240.3M,1993,n/a,n/a,https://www.nasdaq.com/symbol/duc
DUK,Duke Energy Corporation,89.53,$65.18B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/duk
DUK^A,Duke Energy Corporation,26.44,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/duk^a
DUKB,Duke Energy Corporation,26.27,n/a,2018,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/dukb
DUKH,Duke Energy Corporation,25.42,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,31.91,$11.47B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dre
DD,"DuPont de Nemours, Inc.",74.64,$55.89B,2017,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dd
DXC,DXC Technology Company,54.44,$14.62B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dxc
DY,"Dycom Industries, Inc.",56.22,$1.77B,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,1.52,$53.94M,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,17.375,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlng^a
DLNG^B,Dynagas LNG Partners LP,16.52,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlng^b
DX,"Dynex Capital, Inc.",16.97,$1.25B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",25.8833,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",24.995,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dx^b
CTA^A,E.I. du Pont de Nemours and Company,83.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cta^a
CTA^B,E.I. du Pont de Nemours and Company,106,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cta^b
ELF,"e.l.f. Beauty, Inc.",13.07,$650.76M,2016,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/elf
EGIF,Eagle Growth and Income Opportunities Fund,15.35,$110.23M,2015,n/a,n/a,https://www.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,88.72,$3.91B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,17.98,$437.16M,2014,n/a,n/a,https://www.nasdaq.com/symbol/ecc
ECCA,Eagle Point Credit Company Inc.,25.485,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/ecca
ECCB,Eagle Point Credit Company Inc.,26.1,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/eccb
ECCX,Eagle Point Credit Company Inc.,25.5379,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/eccx
ECCY,Eagle Point Credit Company Inc.,25.7336,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/eccy
ESTE,"Earthstone Energy, Inc.",5.59,$359.54M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/este
DEA,"Easterly Government Properties, Inc.",18.32,$1.25B,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dea
EGP,"EastGroup Properties, Inc.",116.6,$4.29B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,76.21,$10.56B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,2.44,$104.92M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kodk
ETN,"Eaton Corporation, PLC",83.22,$35.21B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/etn
ETV,Eaton Vance Corporation,14.7,$1.2B,2005,n/a,n/a,https://www.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,9.68,$1.03B,2005,n/a,n/a,https://www.nasdaq.com/symbol/etw
EV,Eaton Vance Corporation,42.13,$4.82B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ev
EOI,Eaton Vance Enhance Equity Income Fund,14.81,$581M,2004,n/a,n/a,https://www.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,16.78,$803.32M,2005,n/a,n/a,https://www.nasdaq.com/symbol/eos
EFT,Eaton Vance Floating Rate Income Trust,13.45,$536.17M,2004,n/a,n/a,https://www.nasdaq.com/symbol/eft
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,9.32,$220.06M,2017,n/a,n/a,https://www.nasdaq.com/symbol/efl
EFF,Eaton vance Floating-Rate Income Plus Fund,14.88,$113.18M,2013,n/a,n/a,https://www.nasdaq.com/symbol/eff
EHT,Eaton Vance High Income 2021 Target Term Trust,9.98,$214.18M,2016,n/a,n/a,https://www.nasdaq.com/symbol/eht
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,20.6624,$223.88M,2013,n/a,n/a,https://www.nasdaq.com/symbol/etx
EOT,Eaton Vance Municipal Income Trust,22.73,$346.26M,2009,n/a,n/a,https://www.nasdaq.com/symbol/eot
EVN,Eaton Vance Municipal Income Trust,12.43,$493.08M,1999,n/a,n/a,https://www.nasdaq.com/symbol/evn
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.38,$597.25M,2007,n/a,n/a,https://www.nasdaq.com/symbol/etj
EFR,Eaton Vance Senior Floating-Rate Fund,13.18,$485.66M,2003,n/a,n/a,https://www.nasdaq.com/symbol/efr
EVF,Eaton Vance Senior Income Trust,6.12,$231.74M,1998,n/a,n/a,https://www.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,13.38,$239.24M,2005,n/a,n/a,https://www.nasdaq.com/symbol/evg
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,23.59,$1.72B,2003,n/a,n/a,https://www.nasdaq.com/symbol/evt
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,24.19,$364.45M,2004,n/a,n/a,https://www.nasdaq.com/symbol/eto
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,16,$1.22B,2004,n/a,n/a,https://www.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,15.51,$411.77M,2005,n/a,n/a,https://www.nasdaq.com/symbol/etb
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund,9.35,$90.99M,2010,n/a,n/a,https://www.nasdaq.com/symbol/exd
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.93,$1.79B,2006,n/a,n/a,https://www.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.08,$2.44B,2007,n/a,n/a,https://www.nasdaq.com/symbol/exg
ECT,ECA Marcellus Trust I,1.75,$30.81M,2010,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ect
ECL,Ecolab Inc.,189.59,$54.65B,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ecl
EC,Ecopetrol S.A.,18.73,$38.51B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ec
EIX,Edison International,65.41,$21.31B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eix
EW,Edwards Lifesciences Corporation,193.23,$40.16B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ew
EP^C,El Paso Corporation,49.96,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,65.52,$2.66B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ee
ELAN,Elanco Animal Health Incorporated,33.73,$12.34B,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/elan
ESTC,Elastic N.V.,76.2,$5.61B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/estc
EGO,Eldorado Gold Corporation,5.43,$862.3M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ego
ESI,Element Solutions Inc.,10.17,$2.62B,2014,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/esi
ELVT,"Elevate Credit, Inc.",4.35,$188.77M,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/elvt
LLY,Eli Lilly and Company,115.49,$112.12B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lly
EFC,Ellington Financial Inc.,18.22,$541.97M,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/efc
EARN,Ellington Residential Mortgage REIT,10.96,$136.64M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/earn
AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ako.b
ERJ,Embraer S.A.,20.04,$3.68B,2000,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/erj
EME,"EMCOR Group, Inc.",83.76,$4.7B,n/a,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/eme
EEX,"Emerald Expositions Events, Inc.",10.98,$788.92M,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/eex
EBS,"Emergent Biosolutions, Inc.",46.35,$2.38B,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ebs
EMR,Emerson Electric Company,65.63,$40.36B,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/emr
ESRT,"Empire State Realty Trust, Inc.",15.52,$4.74B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/esrt
EIG,Employers Holdings Inc,42.43,$1.36B,2007,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/eig
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),18.73,$821.43M,2007,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/edn
ENBL,"Enable Midstream Partners, LP",13.42,$5.84B,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/enbl
ENB,Enbridge Inc,35.16,$71.16B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/enb
ENBA,Enbridge Inc,26.55,n/a,2018,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/enba
ECA,Encana Corporation,4.91,$7.1B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eca
EHC,Encompass Health Corporation,61.96,$6.12B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ehc
DAVA,Endava plc,37.04,$2.01B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/dava
EXK,Endeavour Silver Corporation,2.06,$270.84M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/exk
ENIA,Enel Americas S.A.,8.38,$9.63B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/enia
ENIC,Enel Chile S.A.,4.77,$6.6B,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/enic
ENR,"Energizer Holdings, Inc.",38.74,$2.71B,2015,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/enr
ENR^A,"Energizer Holdings, Inc.",88.52,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/enr^a
EPC,"Energizer Holdings, Inc.",27.87,$1.51B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/epc
